Dates,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME
10/24/2017,131543,41482,98148,308523,131810,#N/A N/A,106033,45782,35359,15540,184324,67785,97630,7591,42464,45125,#N/A N/A,111850,6854,88332,140813,20616,70895,112647,621267,44176,9644,32391,159223,125870,50127,1602677,23479,535576,172220,60762,170500,8869,19910,6946,29730,55234,34178,20366,21235,#N/A N/A,77131,40959,14773,157359,84295,196001,1475094,970787,37017,#N/A N/A,97312,715207,146870,530052,3258,86233,1959106,29468,43902,624467,9841,14323,607,34397
10/25/2017,217067,30488,148512,246278,113509,#N/A N/A,212235,49398,42621,8854,551440,78757,143032,8146,47624,25040,#N/A N/A,99355,6524,77199,154997,17887,67080,83375,2241698,12545,10532,32693,135961,58736,25951,1932992,42860,292873,92977,161065,24128,9706,15179,5558,18493,55728,110045,27571,24174,#N/A N/A,133865,49239,35706,184155,44872,217697,610914,310232,29953,#N/A N/A,127273,713015,94950,468575,4170,55143,5889118,40953,34315,2603797,25850,9364,978,5696
10/26/2017,111555,22535,117575,166636,64843,#N/A N/A,89512,19331,74353,16900,255986,127329,63404,25156,39291,37260,#N/A N/A,70709,27023,85562,152702,18174,87685,173935,964909,5705,8565,16603,135787,113509,8512,2032527,118956,396988,99685,70225,133726,4287,11799,4993,8305,75816,53678,34577,31290,#N/A N/A,54071,53853,19100,117784,71351,285599,804395,456108,13930,#N/A N/A,80972,625961,85294,378932,1597,49571,5952714,48009,12752,1391416,36521,8292,983,14162
10/27/2017,181631,19594,142249,189753,108384,#N/A N/A,150704,42046,40450,10172,200043,46100,79260,20230,41033,32190,#N/A N/A,78125,13956,118380,168745,14297,78746,207418,879097,19973,20409,18428,225821,125762,17059,3906864,43490,378761,145516,120711,98007,9927,16712,6928,13842,50276,52854,32928,23960,#N/A N/A,84211,41708,22868,167252,95430,270989,1704333,537241,27585,#N/A N/A,93950,430637,86994,365639,2634,63082,4824139,44965,58931,930099,24217,9012,2417,13691
10/30/2017,552488,14952,108425,72884,125769,#N/A N/A,127364,64819,61220,11999,593032,73628,56342,16114,63982,67945,#N/A N/A,73155,34238,91022,53038,15914,138720,210313,397354,19631,12078,31047,107635,165838,24732,3354534,30487,338180,107948,103398,84139,20106,31254,7524,27978,58557,38702,22924,18004,#N/A N/A,81080,76981,13622,625201,160046,180989,855267,1218800,39000,#N/A N/A,85811,409014,93954,540363,4275,80550,4451454,50656,35821,849757,9560,11489,1493,15359
10/31/2017,552488,14952,108425,72884,125769,#N/A N/A,127364,64819,61220,11999,593032,73628,56342,16114,63982,67945,#N/A N/A,73155,34238,91022,53038,15914,138720,210313,397354,19631,12078,31047,107635,165838,24732,3354534,30487,338180,107948,103398,84139,20106,31254,7524,27978,58557,38702,22924,18004,#N/A N/A,81080,76981,13622,625201,160046,180989,855267,1218800,39000,#N/A N/A,85811,409014,93954,540363,4275,80550,4451454,50656,35821,849757,9560,11489,1493,15359
11/1/2017,825561,19950,488161,290678,156869,#N/A N/A,182168,24421,59561,36633,200705,126660,141587,19312,79921,101580,#N/A N/A,89290,17133,90956,81225,47497,99995,145418,616539,24249,9170,44783,140414,116005,37021,3026920,57733,346182,200217,198586,102051,9305,32089,10548,42356,60336,46376,11866,27122,#N/A N/A,66649,197984,10639,290273,84466,273496,1242592,741642,42849,#N/A N/A,147828,775399,164082,553778,1889,63875,8288521,36312,78754,1509730,9623,13466,1449,18030
11/2/2017,372711,100901,150225,164377,91033,#N/A N/A,425655,49127,73374,65621,386988,55369,117507,17785,45545,38380,4986004,204727,6613,83351,80539,31542,134670,107779,700716,34582,11439,25488,141114,97361,26460,2258564,33504,250759,89843,162259,143913,10364,82455,7431,30476,78237,59002,21774,17545,#N/A N/A,84113,66209,20965,932336,53219,211252,1617160,531986,49880,#N/A N/A,70126,583028,129344,784968,6362,71924,9353705,29442,44541,1014343,13253,11617,2279,22401
11/3/2017,546203,40132,164140,458702,161565,#N/A N/A,139654,36412,59453,39188,227264,74684,195467,13593,70717,39875,1257019,58506,10647,88394,62829,26019,115228,96996,398804,12308,12939,14887,128881,147074,29675,1997331,32421,525602,72090,73641,189699,8009,46148,10999,45111,32095,15186,39643,11842,3022099,47009,46801,28116,310914,210102,193134,947691,845583,19563,#N/A N/A,118847,1126174,94266,504535,468,50290,6553232,40672,38160,978871,16037,18906,1480,48409
11/6/2017,210598,25087,139259,320589,138335,#N/A N/A,81364,26097,44968,56129,207904,132113,148170,11633,39713,15795,672481,65911,10023,82199,130183,20843,120614,94261,466625,9087,25769,29788,92232,58662,33066,1422976,30300,345510,65194,65193,70346,16122,54578,7836,15373,41217,26189,31803,17676,128321,81311,50583,21278,279702,179601,410633,1351988,780856,15564,#N/A N/A,49851,527253,147092,303946,2672,79619,3983823,29374,46124,641860,13402,18283,985,38509
11/7/2017,231658,25374,161113,587347,361625,#N/A N/A,144119,20241,54015,49011,137385,62322,84856,12630,42097,35605,1033474,63746,14344,169780,75520,34504,119197,151210,815114,8784,15921,30448,145744,79820,33153,903694,33625,1678450,93910,139480,71266,12714,53731,7267,28365,37202,55859,27170,29106,116158,77591,49428,44892,451943,236859,250958,7457425,2397241,27832,#N/A N/A,95230,1522384,152310,543870,909,56004,5856347,28363,13865,1750406,18056,9146,1074,15243
11/8/2017,252200,33308,153030,194692,142569,#N/A N/A,171503,27694,43881,30157,302332,60953,84031,8200,40896,77465,825505,71254,23066,81872,106534,50714,105110,102815,410544,14552,11439,22265,134365,121260,29413,893176,37678,742854,68999,93177,92217,22435,75071,13403,84740,28067,59581,20204,32389,28505,39703,56715,31565,192517,473256,811209,3194359,1226347,23520,#N/A N/A,115286,809152,96656,363331,4084,35649,13529484,23392,28897,1080075,6783,10762,1909,6117
11/9/2017,343303,33538,138308,177850,152015,#N/A N/A,129599,15903,96507,34145,234519,76024,146326,11772,122537,58885,530927,146372,17140,102402,75833,37204,129369,129696,519155,13259,10272,39013,529074,114880,104918,2173491,42352,519065,254804,893306,68693,12573,36778,10693,32804,119821,123596,21919,15859,107754,78333,103654,28375,284044,174866,814915,3404400,965100,39447,#N/A N/A,85450,1927581,521948,353286,3745,46530,7907161,49036,44540,668926,11390,9163,1495,65779
11/10/2017,157011,18930,103871,105561,90756,#N/A N/A,89328,14324,66181,18546,867053,50307,117556,11266,83330,50690,1181037,524213,17182,78362,78440,56912,143609,149125,621049,31206,6576,25146,358769,104454,44101,3504818,39005,329247,523558,366225,58845,32176,27672,7444,47337,62439,67978,19336,16291,136788,47933,57379,18151,174948,242588,387082,4289159,719881,50216,#N/A N/A,73759,1465080,301322,410189,4454,137737,29166159,47192,49500,584685,18573,7161,2104,7349
11/13/2017,150229,22743,189458,129582,147512,#N/A N/A,116695,19371,52656,16282,419908,69480,73197,17026,76920,29615,494627,219874,21436,176254,632205,41908,93611,176019,873029,18033,8443,22716,434726,127184,43622,1554640,41817,475133,328006,179491,78535,22324,325384,7995,47571,71034,271278,40427,49609,57982,43190,80210,38253,162984,298558,680617,6048713,522965,51925,#N/A N/A,180818,1406392,229738,342528,9225,45963,12053425,27371,111580,982137,13922,7276,774,15769
11/14/2017,114277,22986,825148,89592,208643,#N/A N/A,99563,9596,49229,18023,484751,85284,244096,19582,87413,39090,400431,139613,21072,241702,329147,16212,119989,212735,349269,36790,5329,24362,212196,53072,36982,1320484,35482,450357,184621,98718,51582,35079,139633,6415,34131,22029,194314,24319,25789,12017,50418,100051,20130,360340,316487,334714,2179170,558417,41452,#N/A N/A,153756,1202841,106228,358934,4904,18384,9990668,26442,73999,834937,17490,8831,2643,13656
11/15/2017,130900,37227,258530,86965,740551,#N/A N/A,170430,8353,46776,19827,876186,59088,388730,57221,63285,33005,403976,144684,29641,175322,263678,26108,134683,185329,510844,10543,5800,17948,304303,116070,75854,2116404,59766,303264,166181,68559,65590,29951,148457,7479,21956,81346,130424,22266,14528,44248,56584,100168,26726,308349,1165891,425263,2757742,516897,24668,#N/A N/A,118017,886387,166478,358531,1950,27664,15222365,32427,46988,930526,27155,20426,3364,5405
11/16/2017,114631,55600,503820,119763,238613,#N/A N/A,95205,24108,66618,53031,389044,62105,212407,78556,54301,33950,244447,109423,39625,129221,172159,39019,72503,172949,406195,16467,6604,20604,254068,120601,100637,1263499,75635,256120,137485,77236,61333,15065,84936,7417,12841,65577,97805,24855,14741,112284,53659,575567,38295,291090,554392,267718,2919906,470134,34303,#N/A N/A,171461,1050774,130036,358836,5777,34808,8182512,20041,36268,909705,15997,30518,1605,44909
11/17/2017,233006,17661,330900,114955,308091,#N/A N/A,87507,10784,31347,36173,205112,25981,124567,28465,26668,23625,167714,111334,20983,91560,257485,24854,57720,163404,236340,8904,3632,18865,283904,96920,27165,1071500,30153,404967,194683,95982,59457,5907,64595,7257,10667,46570,52289,22028,11502,78424,46386,479018,58271,235111,199120,297992,1908298,366275,33132,#N/A N/A,191032,461631,79906,433604,435,89073,9037872,24648,64796,804229,20106,14438,1411,16422
11/20/2017,211155,15785,167347,145488,426924,#N/A N/A,161952,17950,32883,40138,290179,27303,149081,16654,34474,40560,177119,79925,35750,237482,132526,22309,94254,166982,311806,13789,5798,56649,311951,146497,108319,1016188,32127,271998,135667,80276,54144,5854,46170,11935,33486,45582,71221,21526,18155,11418,33971,195290,22463,546643,177028,270214,1842857,513905,30727,#N/A N/A,99481,856888,105058,339347,2922,28415,5209119,22952,22198,542761,29570,13576,2282,27595
11/21/2017,252527,17168,131369,117667,293803,#N/A N/A,206248,8616,39079,21107,161827,46252,119638,18599,39419,53730,187063,104101,33174,170365,120402,36521,98969,229870,203015,33535,5508,35629,597883,79550,51624,1035714,57997,397447,207239,66890,40916,8959,87868,7667,13246,32743,60273,18819,13095,12272,51869,86482,55152,384646,160579,303068,2305579,505964,40482,#N/A N/A,216019,477104,187052,376730,4162,89939,5553286,45795,133981,793270,18984,23473,2229,132831
11/22/2017,270093,18839,200605,107413,153536,#N/A N/A,239666,14097,49294,30593,471487,32735,96151,11144,90100,53750,63533,104408,26963,120423,199743,16414,163257,193613,251196,22671,6059,18899,433091,93895,42296,1847041,46375,304141,101334,114856,26922,4679,85156,5260,11805,26007,44400,23509,13403,9976,77047,89761,24082,339774,157997,252036,2143697,554559,19462,#N/A N/A,277583,965901,148920,310468,2457,151701,7527962,28862,185297,921804,16477,7042,1561,26518
11/23/2017,104019,17378,164410,87021,109629,#N/A N/A,202885,6728,35858,20444,225627,15718,94352,8126,23648,31035,37804,80334,15298,51075,180307,39435,65249,214715,403154,15748,3438,14993,152820,177884,20212,1650603,37027,344671,91911,54607,124849,7415,63717,8421,11325,26613,34607,31793,6629,13238,45331,90653,21006,1604032,105271,441862,1892943,215725,11800,#N/A N/A,265737,613332,157256,333022,4880,135222,4362383,16140,100523,552151,9762,10165,2643,22872
11/24/2017,102256,21578,141828,210231,137871,#N/A N/A,136095,8605,34745,12154,119421,28501,90063,18217,25955,26715,31819,84018,18079,61063,82336,36118,37691,146359,214513,15471,3599,18296,250957,71919,30872,1565027,45943,216081,147336,50918,35321,13536,33705,6008,13309,18894,30896,30191,7178,9040,42333,50421,15780,998250,133585,538550,1401249,251046,14146,#N/A N/A,192914,507149,203152,310397,5363,85359,3555772,16680,61221,418458,16544,8651,2931,13258
11/27/2017,105376,17971,176839,257559,191644,#N/A N/A,123287,9590,60543,45499,123628,45475,96142,19320,45713,14990,63855,72781,8842,69205,168107,33289,52721,111142,283432,18036,3431,83898,148192,42519,38755,1860509,32151,259133,143655,57469,35484,7159,65184,4770,18657,16394,22989,33107,17365,20096,41661,57305,19606,922397,73816,332519,1454247,365720,28653,#N/A N/A,185318,402866,118828,443242,4398,48345,4333999,12877,33519,521231,10486,8374,2579,26756
11/28/2017,95039,20729,174887,266492,241767,#N/A N/A,89723,6142,37571,27364,113882,28183,166509,32890,44390,26670,87106,111815,19791,54729,101205,34060,56550,127587,253115,16545,3778,42607,118895,36557,20862,1227313,26201,262211,98805,49225,44243,7838,36088,6107,17543,23815,44441,37784,26014,32942,43000,156760,16903,909585,155204,334381,1490740,314884,33448,#N/A N/A,140932,594704,122452,889742,1332,70747,5936366,18457,74183,705762,12493,15698,3408,16935
11/29/2017,114890,16719,167592,159675,170474,#N/A N/A,116455,9220,36785,27273,202203,32617,145045,27106,39867,31890,46501,241432,20623,112842,87184,27438,117221,141394,251768,32661,8577,38181,238790,76713,19143,2889410,19443,274083,131468,110236,41486,9323,44468,5615,12956,48396,59042,64879,20258,20529,24918,71490,15909,906904,180276,578574,1223549,546450,40765,#N/A N/A,179101,1281760,133356,544530,4529,67447,8588667,19844,90486,659481,19934,14105,2732,18530
11/30/2017,211055,27168,248141,168420,170990,#N/A N/A,167685,13924,127837,67682,287215,78805,321497,29368,70378,66835,113531,136888,27508,141505,190625,45391,128690,176878,266219,210798,11763,66684,126400,91354,22725,3443913,67877,413735,350199,140056,65840,14535,54899,9817,167387,75464,53756,49530,44361,43163,48762,82907,30147,477389,159636,713853,1774025,4665162,143688,#N/A N/A,195490,1191210,118276,412495,1064,84085,7499865,43471,128244,920403,22723,15548,2866,46058
12/1/2017,152146,20156,212326,130661,181256,#N/A N/A,191890,9133,31086,44348,119483,35593,177515,16797,56093,42675,344251,173929,25491,119280,125238,40069,125427,168934,395770,61422,6109,45731,147481,141343,28448,1581492,46255,378021,155378,144399,50895,11731,61509,6605,24341,43543,53549,30308,25805,10365,56858,92676,15919,430005,126502,783725,1555865,2180387,23095,#N/A N/A,245261,693040,328180,421755,1056,34727,7389851,23991,62073,945304,14172,12077,1004,53340
12/4/2017,120463,13454,251685,112977,118431,#N/A N/A,61749,9552,38993,32327,167285,29484,205128,19411,55589,18925,81926,280383,13825,127537,150537,27287,116863,159281,372999,18190,6957,36128,112641,67045,23239,1909051,21306,302202,121903,74327,73140,3707,48484,6006,13075,30228,88415,29087,11406,3382,29943,73396,19861,355743,134575,699809,941394,5973827,22231,#N/A N/A,311571,702764,135766,346553,57976,89192,23136041,25273,107692,1182106,12508,17588,2156,49178
12/5/2017,141773,15727,154085,107457,114101,#N/A N/A,135695,40566,53571,28258,336760,51813,141968,12952,55773,34055,81953,129385,24897,70268,135047,53297,120759,190867,266869,19717,9943,54867,222443,57217,12061,3345550,24253,292867,177178,36788,51494,7454,40990,7169,13084,142370,74727,21609,28929,7510,32968,72444,15771,290332,109535,334573,1213830,3641765,222805,#N/A N/A,285750,420460,191898,371354,14999,75475,24702872,26844,50529,866390,51301,6975,3660,47810
12/6/2017,129203,18120,207064,117275,132873,#N/A N/A,108279,22127,115504,22974,235329,60726,125650,11600,40109,29110,22712,97789,10102,81883,180983,117155,199663,169567,400811,24343,5951,54027,154281,50371,19393,2093323,31430,370508,202147,78996,92391,9347,33433,3496,25075,75875,63506,77285,43709,19434,23805,144214,12230,366707,174650,243301,1579317,1532311,50188,#N/A N/A,208141,281086,128370,606537,16887,186647,201656956,21562,135139,1575379,17972,11751,1381,22574
12/7/2017,134201,21766,138729,163670,78389,#N/A N/A,131958,27996,51907,32423,96560,52619,114025,22951,39482,16375,100437,65928,30881,67282,178036,61195,125651,80885,388102,16016,4546,27090,90510,143550,14400,2050226,14137,518896,148114,55980,108434,8028,29229,3847,17449,26297,60185,57107,17648,10974,22916,76538,20053,697798,161360,287290,830470,1570657,31967,#N/A N/A,233596,487066,48570,480448,8585,76952,156041653,13200,102026,1167567,26828,13359,1704,28652
12/8/2017,194152,15794,182179,103530,77052,#N/A N/A,171846,17252,43562,27907,104284,36873,114808,30150,54098,15645,68194,86836,35497,60472,331238,73686,92566,81266,490566,14748,6967,33999,159492,72516,25642,1636268,21162,379520,168178,52876,22697,6610,31427,5901,16500,51453,118386,40996,17907,18017,32796,59801,19653,525698,158556,530146,1456609,1372379,22934,#N/A N/A,149795,469933,102044,757183,12554,42255,144025680,21467,97269,1494483,46615,11399,1348,78565
12/11/2017,316568,11285,119157,197875,51949,#N/A N/A,168677,8550,24468,29438,297323,38006,102426,17747,19707,11175,20972,98819,9648,54311,294563,45178,133094,118791,226545,13661,3037,45163,762346,49036,15869,1117846,28985,222268,149673,84721,41198,2407,43536,7886,7967,43020,53721,30320,7762,14742,22816,71703,12227,673903,53613,386231,1151482,1866163,27797,#N/A N/A,156631,362992,94218,479132,20062,43299,90852639,10524,289736,664347,16011,9668,2072,35422
12/12/2017,113860,19759,149544,172973,123383,#N/A N/A,281247,6109,70604,21594,138288,34902,144607,17391,26818,21090,75687,74901,18344,68960,169515,56248,57340,124832,241680,19234,2290,32802,514817,59258,14897,1098003,33901,395813,105989,39549,72758,7199,39953,9093,11267,44458,28436,33627,13039,35964,46932,47060,14557,607916,85241,910444,1051752,1918022,108056,#N/A N/A,120493,330592,125458,359901,9686,137707,90554155,23237,128872,1000812,19017,10013,1897,30819
12/13/2017,134801,15437,112442,198583,262788,#N/A N/A,256636,9333,40998,20590,160843,45663,134574,27162,63993,66500,82095,82659,24864,139538,174579,29573,118453,201416,305655,20648,2911,15636,173627,58742,11817,1563029,18376,185883,210217,61540,55239,143442,43719,15700,15454,26693,202339,65750,22441,98017,40974,83077,14717,650913,128875,650751,1407894,1111860,29621,#N/A N/A,201198,779960,72086,689736,26392,90704,73749689,21621,86955,1027246,10590,15062,1698,52188
12/14/2017,375451,21430,174385,109264,169342,#N/A N/A,194945,14443,45672,14238,162086,93654,190339,31320,54341,169375,545208,122892,23547,129281,178497,64699,92819,160092,377482,22086,4364,27993,161146,58367,22560,2208290,30723,381682,124471,59272,129214,38145,26114,8483,8767,34896,87915,54589,43643,15087,40052,117989,28712,716396,127773,1051310,1784264,1192550,29174,#N/A N/A,137229,878995,87128,454862,13456,145684,47368056,47048,92122,1256455,21163,9820,4607,61750
12/15/2017,382461,35809,190566,357012,146059,#N/A N/A,347657,11174,90484,31964,281714,75000,191112,28326,55218,412260,284755,147252,26359,247094,205349,85138,211255,217024,313349,17503,7839,59271,125260,124048,31126,1214128,38733,341683,549787,78025,99861,34968,36520,10941,21424,94689,57156,102342,40510,10071,114381,146635,29367,282466,103130,387029,1917129,1114400,30119,#N/A N/A,182853,982653,133604,593525,12589,101053,45443524,49549,107455,1490366,19379,18499,6442,33134
12/18/2017,426921,20445,132689,339949,191369,#N/A N/A,214586,10844,48102,8191,109724,51100,143262,20238,36356,274795,30415,150276,15835,86333,141003,59487,116379,157585,368860,25331,5089,74127,255894,51306,33788,1362504,26364,417462,178294,87268,57588,17608,78917,5542,9064,56002,40080,43070,17147,47286,45172,112244,31180,362460,58424,390083,1164191,960183,49417,#N/A N/A,117128,612815,130358,526634,19124,62290,38443727,35464,125159,1220931,24893,7211,3087,61529
12/19/2017,607777,32296,120599,251190,78143,#N/A N/A,168049,25110,44971,13227,118351,35111,118382,27817,50765,250320,52109,126970,16847,96970,281871,24079,117290,137810,308082,11246,6107,73454,137748,110572,16014,1190101,25545,921285,128742,60152,70514,18093,42537,5913,4043,36283,36758,30276,21791,40660,37788,79957,20378,262908,55932,359188,1043256,1850874,51720,#N/A N/A,117160,372591,101620,817958,10176,26026,93039780,43365,149118,2402764,10101,12081,2832,100234
12/20/2017,530428,18474,107001,131785,102063,#N/A N/A,335589,28718,77071,20536,131631,34861,154068,34640,74187,141405,43826,146069,20922,90917,232703,35532,104319,84546,208850,14304,3691,40423,112237,109125,23224,2675657,27325,1591571,112145,53492,40974,24080,54630,5592,18207,37884,34343,53131,36843,38128,29901,65047,19758,527560,57817,361282,1147326,929645,46946,#N/A N/A,129437,455259,109338,350380,5196,63127,113149571,27904,83111,1778016,11650,14984,5958,54485
12/21/2017,331171,21265,140383,167101,95864,#N/A N/A,144420,16376,42634,14239,96825,32956,236224,28642,58842,168510,27488,61972,26457,79191,188905,37442,60294,99628,166041,12810,3908,36084,204465,71375,8937,1694930,32801,939190,214755,86948,63436,9648,27329,6655,8472,23114,40665,84410,32143,8576,26345,43508,26205,169166,45157,305316,792725,1090997,47718,#N/A N/A,99788,719596,84836,304393,5590,37865,70606982,25739,93783,1139405,15717,12897,2417,19543
12/22/2017,161935,18238,121832,108133,57465,#N/A N/A,131657,6150,25844,15197,74460,28845,133699,42391,30784,201460,17380,46482,10519,78162,106686,23246,40274,112083,256238,11770,4988,23833,111032,143767,11216,536368,23008,224166,129241,86509,30279,14518,17068,3875,3193,17297,20784,37056,12437,13158,20562,27686,21343,162061,52548,418462,756522,517316,22692,#N/A N/A,46745,260893,35280,374254,7800,49853,37314717,21842,83916,519363,17836,6470,1610,24469
12/25/2017,161935,18238,121832,108133,57465,#N/A N/A,131657,6150,25844,15197,74460,28845,133699,42391,30784,201460,17380,46482,10519,78162,106686,23246,40274,112083,256238,11770,4988,23833,111032,143767,11216,536368,23008,224166,129241,86509,30279,14518,17068,3875,3193,17297,20784,37056,12437,13158,20562,27686,21343,162061,52548,418462,756522,517316,22692,#N/A N/A,46745,260893,35280,374254,7800,49853,37314717,21842,83916,519363,17836,6470,1610,24469
12/26/2017,161935,18238,121832,108133,57465,#N/A N/A,131657,6150,25844,15197,74460,28845,133699,42391,30784,201460,17380,46482,10519,78162,106686,23246,40274,112083,256238,11770,4988,23833,111032,143767,11216,536368,23008,224166,129241,86509,30279,14518,17068,3875,3193,17297,20784,37056,12437,13158,20562,27686,21343,162061,52548,418462,756522,517316,22692,#N/A N/A,46745,260893,35280,374254,7800,49853,37314717,21842,83916,519363,17836,6470,1610,24469
12/27/2017,176172,14366,142835,58514,72329,#N/A N/A,103676,9519,46204,13932,294921,30436,130819,21978,43380,73450,19819,52204,6238,84649,133846,23855,81522,78234,292373,9251,2423,18708,165767,114135,11331,1147683,47886,220943,165871,68678,31881,13762,14469,3254,5130,15624,27351,33647,18747,4424,42676,49515,35834,157534,37224,259023,1975172,1079159,36923,#N/A N/A,69123,355508,53538,463090,6653,89233,26042467,19242,116992,392308,22678,9187,847,13717
12/28/2017,100969,9527,141816,91569,78507,#N/A N/A,115893,9956,40653,5913,103439,31901,133297,8825,38284,54625,17006,66465,10334,81979,82983,29094,51494,75291,208394,8312,3329,17227,139588,77431,12568,902408,20052,305015,79003,43657,32756,6579,15616,3173,16036,14790,19729,39875,9797,9278,45737,38999,22187,246166,138540,189869,625823,980531,18772,#N/A N/A,91223,488525,68514,1033545,5533,213756,31071245,16527,119875,1529759,12690,10986,1335,42618
12/29/2017,146141,11725,83528,47152,52523,#N/A N/A,52712,6959,19229,8857,79996,17087,84363,3681,25935,27310,24561,45962,5088,45500,31312,26239,47708,65446,88835,11932,2149,13373,98577,40459,4948,314547,38415,94340,175091,21410,5989,9685,10848,1489,2675,9048,10728,21206,5242,19928,13604,27780,17486,141749,43566,108759,944098,850687,8124,#N/A N/A,89461,249222,64198,284354,2260,76902,13146955,16837,123089,818266,7605,6677,2177,14722
1/1/2018,146141,11725,83528,47152,52523,#N/A N/A,52712,6959,19229,8857,79996,17087,84363,3681,25935,27310,24561,45962,5088,45500,31312,26239,47708,65446,88835,11932,2149,13373,98577,40459,4948,314547,38415,94340,175091,21410,5989,9685,10848,1489,2675,9048,10728,21206,5242,19928,13604,27780,17486,141749,43566,108759,944098,850687,8124,#N/A N/A,89461,249222,64198,284354,2260,76902,13146955,16837,123089,818266,7605,6677,2177,14722
1/2/2018,203039,31949,173943,103520,115936,#N/A N/A,93405,14468,44764,13378,460018,22601,110346,22490,30930,63405,9305,131935,11296,84323,227483,63681,86209,180267,372354,17885,2759,21420,156985,90339,18099,637141,20446,199220,127620,131415,41402,9409,18994,3781,5672,15829,56898,49460,14574,11346,24978,55599,15312,192732,104249,478785,1394265,807810,14799,#N/A N/A,145941,678550,48486,420191,4416,40610,28798975,42049,36797,1418390,11943,7465,2089,35694
1/3/2018,306871,14004,154990,111427,121583,#N/A N/A,183254,6938,47577,18393,367998,26039,157966,18640,116179,69855,47828,151592,7537,85208,215311,46597,103575,125502,422291,11678,5734,15943,126670,86435,31887,1092937,20629,241015,100422,111963,38454,13001,31324,6195,25312,22235,58254,42367,22104,27319,32182,60999,38940,253351,68203,595862,918238,932004,34396,#N/A N/A,165138,1341057,191122,885375,5449,21857,73119429,59383,128730,1520372,7757,13574,3456,39563
1/4/2018,244248,15667,173235,139809,183656,#N/A N/A,149997,13955,33883,16808,362230,34970,130882,18337,110790,139870,21115,116609,16681,106718,242071,36851,83764,138539,435698,29835,3785,26343,93308,95885,17244,1298065,29557,609877,157731,106310,40160,8502,34979,9253,11808,29778,28537,70087,20932,2490,37596,78192,16418,471475,162392,389593,977244,738098,30671,#N/A N/A,163997,572290,77058,797677,2544,42574,91041896,55238,87420,1497721,8386,12533,3660,17870
1/5/2018,181469,13971,176627,24204,182719,#N/A N/A,206403,19314,31543,11291,316839,29997,149241,19304,65008,130580,85015,105425,17900,87174,135093,42828,117668,114148,232776,12853,3767,35736,64674,133369,33686,1174594,21792,634102,82925,31142,60700,7476,39711,12941,8408,26139,20956,49465,21792,5789,35231,60321,23890,199992,80673,253754,1539532,1548113,14180,#N/A N/A,112609,586606,62932,952381,35810,43161,51924948,40485,140221,1468594,11373,4638,2177,19219
1/8/2018,220059,23873,143575,118410,154826,#N/A N/A,441395,24557,38585,29809,235169,59172,170043,40592,44294,183430,66841,168953,9508,100314,225841,37097,113150,96744,322283,24726,7649,24127,80108,298225,24110,485556,67607,454311,125613,45677,157731,10665,41409,6878,16345,91272,65703,101733,22087,27710,23737,53803,15433,259099,94217,352007,1621562,1264941,25795,#N/A N/A,133074,814149,131464,1847783,19090,53539,42121345,36028,90472,1115737,7760,11672,2516,25540
1/9/2018,138962,22978,110974,54213,116162,#N/A N/A,313179,16275,39554,14426,179689,33737,79191,21150,63155,140010,23092,97602,13633,89762,78870,26495,174212,111524,413481,12106,5574,23864,64637,256871,11727,1224152,31619,432707,76878,45744,39062,25294,36989,6608,14558,56377,80377,41032,14114,29894,25443,72712,9257,325970,111899,265304,1167260,1037065,14084,#N/A N/A,105446,1278539,196214,1068777,14114,34555,37834406,30303,71417,2008799,9068,8318,1247,28989
1/10/2018,277174,26555,195405,104425,136627,#N/A N/A,131813,11096,41129,31105,195228,42306,128844,17611,51139,106530,17762,112201,14518,53631,119701,31839,94201,190612,338345,13753,6730,21858,96811,149464,30412,1006530,43639,215639,171924,51034,44866,17804,44181,5423,6672,46489,35985,43930,20928,16604,26550,61630,19084,263659,124280,249823,1115970,923115,21712,#N/A N/A,128582,2372414,191144,1297737,7584,90899,25330469,42300,73923,1057305,10991,10877,941,18237
