Code,J:TYMO(P)~U$,J:TTMO(P)~U$,J:SFTB(P)~U$,J:NTT(P)~U$,J:SO@N(P)~U$,J:CP@N(P)~U$,J:DDIC(P)~U$,J:TA@N(P)~U$,J:D@SA(P)~U$,J:MITF(P)~U$,J:RETA(P)~U$,J:HO@N(P)~U$,J:RHCL(P)~U$,J:UC@N(P)~U$,J:KA@N(P)~U$,J:ABOT(P)~U$,J:SMFI(P)~U$,J:DA@N(P)~U$,J:RG@N(P)~U$,J:YP@N(P)~U$,J:JRCE(P)~U$,J:JPHC(P)~U$,J:ITCN(P)~U$,J:ZJ@N(P)~U$,J:SEVI(P)~U$,J:MIHO(P)~U$,J:CN@N(P)~U$,J:EAJR(P)~U$,J:DU@N(P)~U$,J:HC@N(P)~U$,J:UM@N(P)~U$,J:MIZH(P)~U$,J:SHDO(P)~U$,J:DE@N(P)~U$,J:FP@N(P)~U$,J:SNET(P)~U$,J:TERU(P)~U$,J:BR@N(P)~U$,J:ES@N(P)~U$,J:ME@N(P)~U$,J:MT@N(P)~U$,J:OTHD(P)~U$,J:FT@N(P)~U$,J:CQ@N(P)~U$,J:OLYC(P)~U$,J:KP@N(P)~U$,J:JT@N(P)~U$,J:KB@N(P)~U$,J:KM@N(P)~U$,J:NM@N(P)~U$,J:MI@N(P)~U$,J:YHOO(P)~U$,J:ASBR(P)~U$,J:DALF(P)~U$,J:DH@N(P)~U$,J:MIFU(P)~U$,J:MSAD(P)~U$,J:NR@N(P)~U$,J:SQ@N(P)~U$,J:FJ@N(P)~U$,J:IX@N(P)~U$,J:JXHO(P)~U$,J:KU@N(P)~U$,J:KH@N(P)~U$,J:COMM(P)~U$,J:RAKT(P)~U$,J:NKSJ(P)~U$,J:UJ@N(P)~U$,J:CK@N(P)~U$,J:WJR(P)~U$,J:AB@N(P)~U$,J:AJ@N(P)~U$,J:AC@N(P)~U$,J:N@MB(P)~U$,J:CL@N(P)~U$,J:KE@N(P)~U$,J:MEJH(P)~U$,J:NJ@N(P)~U$,J:NSSM(P)~U$,J:OMRN(P)~U$,J:SE@N(P)~U$,J:SUEL(P)~U$,J:SMTH(P)~U$,J:TD@N(P)~U$,J:TZ@N(P)~U$,J:JR@N(P)~U$,J:ANAW(P)~U$,J:DP@N(P)~U$,J:FAMA(P)~U$,J:IDKO(P)~U$,J:INPX(P)~U$,J:KTEL(P)~U$,J:KN@N(P)~U$,J:MRBU(P)~U$,J:IA@N(P)~U$,J:MCHC(P)~U$,J:MH@N(P)~U$,J:IF@N(P)~U$,J:VF@N(P)~U$,J:OQ@N(P)~U$,J:DBHI(P)~U$,J:SFH(P)~U$,J:EM@N(P)~U$,J:TC@N(P)~U$,J:RY@N(P)~U$,J:TRAY(P)~U$,J:TYTS(P)~U$,J:REND(P)~U$,J:IN@N(P)~U$,J:OJ@N(P)~U$,J:YE@N(P)~U$,J:AG@N(P)~U$,J:AL@N(P)~U$,J:AM@N(P)~U$,J:AOZR(P)~U$,J:CC@N(P)~U$,J:CHBK(P)~U$,J:CHOC(P)~U$,J:CONF(P)~U$,J:SECR(P)~U$,J:CYBA(P)~U$,J:DS@N(P)~U$,J:DENA(P)~U$,J:EC@N(P)~U$,J:DENN(P)~U$,J:EQ@N(P)~U$,J:DM@N(P)~U$,J:EB@N(P)~U$,J:FECL(P)~U$,J:FUKU(P)~U$,J:FU@N(P)~U$,J:GSYU(P)~U$,J:AQ@N(P)~U$,J:OM@N(P)~U$,J:HTCM(P)~U$,J:IH@N(P)~U$,J:ZW@N(P)~U$,J:IM@N(P)~U$,J:MZYA(P)~U$,J:JFEH(P)~U$,J:JGCC(P)~U$,J:OE@N(P)~U$,J:KC@N(P)~U$,J:KW@N(P)~U$,J:KK@N(P)~U$,J:KSER(P)~U$,J:BS@N(P)~U$,J:KONA(P)~U$,J:KONM(P)~U$,J:RK@N(P)~U$,J:MNIC(P)~U$,J:UI@N(P)~U$,J:MASU(P)~U$,J:KO@N(P)~U$,J:JZ@N(P)~U$,J:LM@N(P)~U$,J:MMOT(P)~U$,J:PC@N(P)~U$,J:MO@N(P)~U$,J:KI@N(P)~U$,J:FY@N(P)~U$,J:RZ@N(P)~U$,J:OU@N(P)~U$,J:LO@N(P)~U$,J:NX@N(P)~U$,J:NU@N(P)~U$,J:NPIC(P)~U$,J:NS@N(P)~U$,J:NY@N(P)~U$,J:NH@N(P)~U$,J:BO@N(P)~U$,J:NIBO(P)~U$,J:NSKC(P)~U$,J:OB@N(P)~U$,J:OJIH(P)~U$,J:OUMA(P)~U$,J:RH@N(P)~U$,J:PB@N(P)~U$,J:EP@N(P)~U$,J:SEEP(P)~U$,J:SZ@N(P)~U$,J:SHBA(P)~U$,J:ZB@N(P)~U$,J:SW@N(P)~U$,J:SKYP(P)~U$,J:NIIW(P)~U$,J:UMCO(P)~U$,J:SC@N(P)~U$,J:DPPH(P)~U$,J:OZ@N(P)~U$,J:ZC@N(P)~U$,J:TADH(P)~U$,J:OC@N(P)~U$,J:GO@N(P)~U$,J:TU@N(P)~U$,J:TKOS(P)~U$,J:TJ@N(P)~U$,J:TOHO(P)~U$,J:EL@N(P)~U$,J:TOSO(P)~U$,J:TE@N(P)~U$,J:JQ@N(P)~U$,J:TFUD(P)~U$,J:PT@N(P)~U$,J:TSHC(P)~U$,J:TOTO(P)~U$,J:TOYS(P)~U$,J:UBEI(P)~U$,J:YM@N(P)~U$,J:XE@N(P)~U$,J:YORU(P)~U$,J:CW@N(P)~U$,J:GG@N(P)~U$,J:HTZZ(P)~U$,J:JW@N(P)~U$,J:MISH(P)~U$,J:MG@N(P)~U$,J:NIPM(P)~U$,J:SG@N(P)~U$,J:NTN(P)~U$,J:OK@N(P)~U$,J:FZ@N(P)~U$,J:GC@N(P)~U$,J:TOBO(P)~U$,J:UNIT(P)~U$
8/24/2015,58.9,21.09,30.05,18.39,23.95,37.48,25.65,50.24,19.34,6.29,428.67,31.19,10.16,56.55,46.25,35.26,39.03,61.06,50.24,14.99,162.88,NA,11.68,18.62,44.16,37.68,30.97,92.85,163.42,28.62,10.06,1.93,20.84,44.91,39.39,11.18,13.64,33.53,64.79,21.72,12.77,33.93,47.36,49.24,8.96,62.94,15.3,14.3,17.62,6.25,10.62,4.09,32.53,17.06,24.09,27.93,30.06,8.93,38.74,33.43,33.26,3.77,15.26,16.89,9.35,13.47,31.05,10.54,34.11,68.76,8.05,21.25,8.02,21.8,15.23,12.15,78.03,30.99,20.63,35.71,14.92,13.89,41.28,60.55,27.68,14.2,29.1,20.11,11.6,16.75,9.69,38.45,31.75,5.55,12.66,5.66,48.73,63.51,18.36,20.74,4.87,18.22,24.92,32,22.32,8.66,22.91,36.63,22.66,19.66,11.27,30.95,27.79,8.97,34.87,19.45,7.34,12.72,NA,19.34,19.73,6.99,17.01,21.22,50.11,22.82,43.54,20.63,20.34,24.89,16.59,18.95,11.43,10.79,15.17,31.08,15.78,11.39,16.42,15.72,15.15,14.45,10.83,38.91,23.08,21.98,13.22,20.41,11.05,12.24,15.12,11.93,8.57,17.28,24.78,32,7.85,16.21,29.9,22.26,45.88,12.36,12.7,22.65,49.94,10.71,17.53,3.24,27.96,22.86,13.54,11.29,12.97,8.33,4.67,39.2,9.45,21.22,22.87,16.34,9.32,20.21,10.78,11.79,4.58,2.07,8.87,4.68,11.18,22.02,40.34,12.88,33.1,12.08,7.1,17.69,15.96,23.17,2.59,8.34,6.53,12.94,6.92,15.88,8.94,31.72,16.68,17.35,18.69,12.2,19.6,7.45,4.93,4.94,16.84,15.75,20.97,1.51,9.1,5.22,18.78,28.47,27.12,14.57,5.39
8/25/2015,56.09,20.02,28.73,17.97,23.64,35.95,24.22,47.45,18.31,6.21,400.11,29.61,9.69,53.73,44.47,33.23,37.99,57.75,50.04,14.34,152.62,NA,11.01,17.38,41.66,36.52,29.62,88.03,156.37,27.26,9.56,1.9,20.15,42.92,38.12,10.73,13.07,31.69,62.25,21.04,12.13,31.39,45,46.41,8.6,60.78,14.3,13.63,16.68,5.99,10.1,3.94,30.65,17.05,22.73,26.69,29.21,8.51,36.86,31.71,31.8,3.6,14.54,15.92,8.81,13.3,29.67,9.87,32.67,63.76,7.74,20.4,7.6,21.63,14.36,11.56,74.89,29.61,19.37,34.74,13.92,12.99,39.76,56.63,26.01,13.51,28.51,19.03,10.97,16,9.37,36.32,30.36,5.23,12.39,5.34,46.5,61.87,17.3,19.61,4.68,17.41,23.43,30.77,21.23,8.27,21.7,34.65,21.48,18.54,10.78,29.48,27.81,8.53,34.11,18.29,6.88,11.96,NA,18.8,20.39,6.64,17.57,20.1,46.95,21.93,41.53,19.56,18.97,23.39,16.01,17.85,11.23,10.14,14.26,30.11,15.15,11,15.5,14.77,14.37,13.76,10.41,35.86,22.1,20.62,12.59,20.02,10.58,11.5,14.46,11.32,8.11,16.13,23.03,30.11,7.26,15.43,28.27,21.38,43.97,11.68,12.37,21.68,46.45,9.76,16.72,3.02,26.44,21.38,12.96,11,12.55,8.03,4.59,38.61,9.56,19.06,22.14,15.31,9.01,19.93,10.22,11.26,4.29,1.95,8.69,4.42,10.54,20.81,38.95,12.61,31.94,11.7,6.61,17,15.22,21.89,2.44,7.84,6.43,12.37,6.61,15.31,8.49,29.64,15.78,16.43,17.91,11.58,18.6,7.13,4.7,4.68,16.1,14.68,19.68,1.44,8.67,4.95,17.76,26.35,24.85,13.84,5.17
8/26/2015,58.07,20.37,28.82,18.58,24.86,37.09,24.56,48.42,18.63,6.46,424.75,30.81,10.32,55.15,45.22,34.24,39.59,61.1,52.29,14.84,159.68,NA,11.32,18,43.16,38.49,30.17,93.01,165.01,28.21,9.86,1.99,21.81,44.04,39.32,11.2,13.26,33.1,64.02,21.49,12.5,32.85,46.99,48.56,8.79,62.07,14.89,14.03,16.46,6.24,10.8,4.08,31.13,17.82,23.31,27.46,31.41,9.01,38.6,34.06,33.88,3.74,15.1,16.56,9.28,13.62,31.77,10.28,33.45,67.23,8.19,20.71,7.83,22.49,15.2,12.58,76.82,30.04,20.25,37.3,14.33,13.53,40.91,62.76,26.92,14.13,29.57,19.85,11.14,16.22,9.61,37.51,30.42,5.41,12.81,5.65,47.52,68.01,17.99,20.03,4.89,18.2,24.05,32.1,22.07,8.61,22.25,35.62,22.24,19.11,11.18,30.5,30.08,8.8,35.66,18.91,7.12,12.28,NA,19.5,20.22,6.89,17.76,20.73,49.84,22.74,42.21,20.05,19.59,24.17,16.53,18.5,11.85,10.66,14.31,31.13,15.7,11.48,16.18,15.6,14.66,14.01,10.84,37.68,22.4,21.67,13.26,21.51,10.93,11.85,14.6,11.81,8.42,17.05,24.32,30.96,7.76,16.19,28.11,21.67,44.72,11.83,12.72,22.36,48.08,9.88,16.4,3.03,27.19,22.38,13.15,11.45,12.7,8.2,4.61,39.98,9.72,18.92,23.58,15.86,9.24,20.98,10.46,11.5,4.42,2.06,9.2,4.58,10.98,21.56,39.61,13.12,33.14,12.39,6.61,17.54,15.52,22.13,2.5,8.43,7.03,12.69,6.74,16.18,9,29.54,15.8,17.12,18.72,11.77,18.87,7.28,4.93,4.91,16.91,15.27,20.47,1.49,9.06,5.16,18.21,25.59,24.84,14.35,5.45
8/27/2015,58.21,20.95,28.8,19.21,25.28,37.45,24.81,48.34,18.67,6.52,416.67,30.51,10.32,54.56,46.54,34.69,40.12,60.23,52.08,14.76,161.4,NA,11.37,17.91,43.38,39.64,30.04,92.22,160.07,28,9.78,2.01,21.76,43.53,39.22,11.04,13.48,33.02,63.91,21.41,12.45,32.76,46.84,48.94,8.91,62.52,14.95,14.25,16.53,6.21,10.6,3.98,32.01,18.11,24.09,27.47,31.77,8.82,38.57,33.7,32.69,3.67,15.11,16.67,9.31,13.77,32.23,10.26,33.73,66.71,8.38,21.3,7.79,22.73,15.38,12.47,79.54,30.82,19.86,36.66,14.67,13.42,41.19,61.56,26.93,14.09,29.74,20.03,11.25,16.15,9.65,37.86,31.86,5.38,12.46,5.76,47.67,67.53,18.14,20.02,4.92,18.23,23.5,32.6,22.2,8.7,22.15,35.5,22.46,18.99,11.09,29.37,30.12,8.62,35.71,19.32,7.21,12.47,NA,19.88,19.66,6.85,17.6,20.75,49.63,22.95,41.97,19.59,19.43,24.11,16.07,18.43,12.08,10.6,14.26,30.66,15.63,11.29,16.1,15.02,14.3,14.03,10.95,37.12,21.87,21.92,13.09,21.38,10.76,11.85,14.53,11.7,8.41,16.83,24.61,30.32,7.64,16.07,28,22.18,45.93,11.98,12.67,21.96,47.81,10.06,16.19,3.02,26.51,22.59,13.6,11.62,12.59,8.49,4.52,39.48,9.59,18.93,23.49,15.94,9.59,21.04,10.43,11.52,4.47,2.04,8.82,4.71,10.85,21.38,39.44,13.2,33.72,12.06,6.64,17.38,15.29,22.13,2.42,8.16,6.89,12.79,6.74,16.01,8.93,29.74,16.1,16.9,18.45,11.28,19.08,7.29,4.92,4.95,16.32,15.08,19.88,1.47,8.87,5.12,18.06,25.68,24.36,14.17,5.22
8/28/2015,60.71,20.76,29.44,19.19,26.19,38.1,25,49.3,19.09,6.78,420.07,31.89,10.37,56.13,46.92,35.54,41.61,61.2,53.53,14.91,164.95,NA,12.24,18.97,44.39,40.46,31.18,93.1,168.34,28.83,10.2,2.09,21.77,45.41,41.25,11.16,13.8,34.26,66.48,21.91,13.21,33.83,48.61,50.41,9.17,63.73,15.24,14.69,17.14,6.42,11.02,4.14,32.42,18.39,24.74,28.36,32.28,9.18,39.46,35.49,34.31,3.88,15.78,17.07,9.54,14.33,33.1,10.7,34.42,67.68,8.44,21.83,8.13,23.47,15.56,12.82,81.28,31.4,21.3,38.22,14.98,14.11,42.32,63.47,27.42,14.36,29.33,20.64,11.59,17.07,10.16,38.14,32.64,5.58,12.47,5.97,49.44,69.04,18.5,20.45,5.12,18.75,25.61,33.8,22.4,9,23.17,35.99,22.91,19.54,11.88,30.45,31.98,8.89,36.94,19.57,7.45,12.59,NA,20.3,20.47,7.02,18.36,21.49,52.23,24.54,44.54,20.54,20.33,24.88,16.45,19.09,12.08,11.13,14.88,32.15,16.02,11.76,16.29,16.09,15.15,14.45,11.32,38.92,22.4,21.88,13.88,22.2,11.12,12.26,15.16,12.21,8.72,17.54,24.76,32.89,7.91,17.35,28.92,23.16,46.25,12.16,12.93,22.31,48.51,10.28,16.26,3.15,26.78,23.51,13.84,12.19,12.83,8.71,4.63,41.86,9.73,19.17,24.79,16.42,9.75,22.15,10.78,11.98,4.58,2.17,9.11,5.01,10.97,22.27,39.34,13.61,34.21,12.47,6.82,17.5,16.12,22.78,2.51,8.47,6.96,12.83,6.95,16.45,9.35,29.75,16.62,17.52,19.84,11.98,19.76,7.6,5.09,5.17,17.31,15.78,21.32,1.55,9.26,5.34,18.68,26.53,26.03,14.63,5.37
8/31/2015,59.35,20.95,29.14,19.1,26.09,37.42,24.9,49.2,19.29,6.6,406.53,31.56,10.26,55.06,45.81,35.73,40.96,59.73,52.63,14.85,164.09,NA,12.01,18.61,43.65,40.24,30.59,92.46,162.69,28.13,9.99,2.05,21,44.8,41.17,11.6,13.68,33.56,68.28,21.53,13.03,34.13,49.68,49.14,9.14,64.06,15.03,14.7,16.62,6.32,11.04,4.05,33.03,18.25,24.6,27.73,31.57,9.05,39.28,35.24,34.08,3.87,15.67,16.83,9.64,14.31,33.2,10.62,33.84,67.57,8.05,22.04,7.99,23.17,15.5,12.49,81.49,31.6,20.6,37.63,14.96,13.76,41.36,62.3,27.37,14.21,29.37,20.6,11.59,17.15,10.08,37.55,32.22,5.49,11.99,5.7,47.81,67.43,18.29,20.32,5.06,18.76,25.43,33.92,22.32,8.85,23.06,35.61,22.92,19.53,11.47,29.75,31.4,8.77,36.64,19.26,7.3,12.46,NA,20.05,19.85,6.95,18.29,21.33,51.33,24.18,43.61,19.97,19.89,24.88,16.17,18.69,11.78,11.02,14.52,31.03,16.03,11.4,16.25,15.53,14.63,14.1,11.26,37.88,22.28,21.36,13.45,21.98,10.99,11.84,15.03,12.11,8.7,17.25,24.14,32.18,7.68,16.96,28.22,22.55,46.21,12.25,12.83,22.11,48.52,10.26,16.4,3.14,26.32,23.06,13.68,12.05,12.33,8.66,4.64,39.65,9.78,19.52,24.01,16.23,9.79,21.62,10.56,11.47,4.55,2.12,9.22,4.98,10.69,21.78,38.87,13.49,33.92,12.23,6.74,17.33,15.93,22.58,2.45,8.46,6.85,12.58,6.88,16.62,9.46,29.51,16.43,17.33,19.33,11.77,19.66,7.56,4.96,5.2,16.63,15.6,20.55,1.54,9.08,5.22,17.49,26.41,26.08,14.36,5.53
9/1/2015,58.39,20.3,28.58,18.73,25.45,35.83,24.3,47.55,18.31,6.48,396.08,30.69,10.07,53.4,44.18,34.64,40.19,58.27,52.09,14.14,157.66,NA,11.82,18.35,42.04,38.84,30.26,89.55,160.92,27.65,9.63,2,20.59,42.91,39.85,11.2,13.2,32.35,63.84,20.98,12.95,32.13,48.63,48.48,8.71,62.61,14.55,14.19,16.64,6.2,10.82,3.92,32.49,17.75,23.71,27.04,30.46,8.78,38,34.04,32.47,3.8,15.27,16.15,9.38,13.63,31.9,10.35,32.98,64.95,7.73,21.28,7.64,22.79,14.91,11.95,77.29,31.62,20.05,35.87,14.54,13.29,40.86,58.64,26.46,13.86,28.36,19.98,11.35,16.71,9.92,36.62,30.62,5.46,11.51,5.54,46.6,65.11,17.92,19.72,4.96,18.57,24.13,33.58,21.52,8.63,22.59,34.87,21.96,19.04,11.18,29.32,30.7,8.64,36.29,18.75,7.17,12.39,NA,19.72,18.77,6.81,17.69,20.65,49.13,22.94,42.59,19.85,19.44,23.94,16.18,18.19,11.47,10.76,14.23,30.62,15.27,11,15.52,14.9,14.56,14.17,11.03,36.96,22.27,20.99,13.01,22.01,10.75,11.64,14.49,11.98,8.52,16.72,23.71,31.53,7.54,16.43,28.03,21.45,44.46,11.8,12.67,21.81,46.88,10.1,16.47,3,26.11,22.47,13.33,11.8,11.93,8.61,4.6,38.16,9.62,19.06,23.77,16.07,9.62,21.19,10.33,11.35,4.42,2.07,8.78,4.84,10.43,20.94,38.71,12.94,33.62,11.75,6.43,16.47,15.43,22.45,2.39,8.43,6.52,12.2,6.76,16.15,8.59,28.13,15.9,17.35,18.65,11.48,18.06,7.31,4.75,5.21,16.31,15.68,20.27,1.5,8.84,4.96,17.27,25.69,25.11,14.1,5.34
9/2/2015,58.38,20.15,28.06,18.68,25.13,36.2,24.37,47.39,18.18,6.38,402.78,30.45,9.88,52.94,44.36,35.24,39.8,57.26,51.78,14.02,160.28,NA,11.34,17.87,41.72,38.01,30.44,88.67,163.4,26.91,9.36,2.01,20.57,42.28,39.66,10.96,13.07,32.2,64.5,20.74,12.61,32.57,47.64,48.37,8.56,61.89,14.11,14.07,16.64,6.09,10.46,3.91,31.65,17.46,23.13,26.9,30.17,8.73,38.2,33.91,32.46,3.68,15.18,16.55,9.22,13.57,31.21,10.05,32.54,64.99,7.69,21.32,7.49,22.88,14.75,11.85,76.06,31.29,19.62,34.74,14.12,13.03,39.9,57.75,25.62,13.88,28.36,19.66,11.21,15.99,9.54,36.24,29.96,5.33,11.56,5.43,46.03,63.56,17.78,19,4.91,18.21,23.47,33.08,21.43,8.53,22.31,34.45,21.89,19.1,10.9,29.13,30.46,8.46,35.62,18.31,6.99,12.15,NA,19.29,18.2,6.69,17.58,20.56,48.93,22.8,41.57,19.1,18.93,23.84,15.81,17.52,11.02,10.62,14.01,29.38,15.06,10.8,15.15,14.46,14.31,13.81,10.98,35.87,21.89,21.09,12.57,22.42,10.53,11.38,14.16,11.76,8.4,15.97,24.18,30.87,7.44,16.27,27.21,21.21,44.19,11.72,12.41,21.76,46.27,9.95,15.91,3,25.71,22.16,13.25,11.67,11.6,8.55,4.41,38.11,9.46,18.64,23.34,15.74,9.44,20.89,10.19,11.15,4.23,2.01,8.62,4.86,10.9,20.26,38.61,12.81,32.95,11.71,6.29,16.28,15.19,22.3,2.35,8.32,6.56,12.05,6.7,15.94,8.7,27.46,15.52,17.23,18.78,11.19,17.18,7.07,4.72,5.11,15.94,15.06,19.81,1.49,8.9,4.81,16.98,25.3,24.3,13.98,5.24
9/3/2015,59.74,21.01,27.84,19.28,25.16,35.71,24.64,47.82,18.51,6.33,397.38,30.56,9.78,52.08,45,35.96,39.5,56.95,52.38,14.13,159.84,NA,11.41,17.9,41.55,38.83,30.71,87.84,165.33,26.99,9.52,1.98,20.96,42.29,39.85,10.95,13.26,32.47,66.02,20.72,12.64,32.36,48.07,48.49,8.63,61.81,14.29,14.33,16.57,6.05,10.58,3.97,31.65,17.68,23.05,26.78,31.62,8.84,39.37,33.94,32.12,3.71,15.73,16.26,9.31,13.69,32.65,10.17,32.19,65.38,7.68,21.59,7.42,22.68,14.8,11.83,75.58,31.26,19.78,34.34,14.32,13.12,39.41,58.7,25.61,13.82,28.13,19.62,11.06,16.38,9.67,35.59,29.97,5.31,12.58,5.51,46.03,63.76,17.63,18.77,4.86,18.33,24.04,33.09,21.33,8.45,22.39,34.84,21.79,18.69,10.92,29.56,31.34,8.65,35.34,18.65,6.95,12.11,NA,19.04,19.14,6.64,17.31,20.66,49.14,22.45,42.28,19.21,19.16,23.86,15.88,17.71,11.23,10.74,14.42,28.93,15.15,10.73,15,14.82,14.33,14.02,11.14,36.25,21.7,21.02,12.72,22.17,10.68,11.37,14.15,11.62,8.37,15.92,24.36,30.93,7.64,16.38,27.19,21.74,44.22,11.77,12.37,22.82,46.81,9.98,15.97,3.12,25.52,22.3,13.25,11.61,11.64,8.55,4.41,37.91,9.5,18.54,23.7,15.73,9.35,20.79,10.08,11.06,4.31,2.01,8.5,4.95,10.89,20.83,39.24,12.95,33.92,11.96,6.32,16.23,15.3,22.39,2.38,8.06,6.49,12.02,6.72,15.96,8.68,27.94,15.57,17.38,19.26,11.32,17.21,7.22,4.76,5.15,16.13,15.13,19.95,1.51,9.15,4.89,16.88,25.36,24.44,13.88,5.24
9/4/2015,58.77,20.6,26.95,18.83,24.89,36.08,24.38,47.57,18.46,6.19,389.86,30.26,9.75,51.6,43.69,35.27,38.45,56.83,51.58,13.97,158.45,NA,11.31,17.88,41.14,38.36,30.6,88.01,163.57,26.77,9.42,1.96,19.94,42.23,39.61,10.63,13.15,32.3,65.24,20.48,12.68,32.8,47.47,47.42,8.6,61.64,14.18,14.34,16.47,6.02,10.25,3.9,30.97,17.28,23,26.71,30.91,8.84,39.01,33.39,32.03,3.69,15.52,16.01,9.45,13.57,31.97,10.24,31.47,65.36,7.63,21.34,7.33,22.42,15.04,11.88,74.88,31.55,19.84,33.31,14.06,13.02,38.7,57.98,25.57,14,27.84,19.65,10.84,16.17,9.54,35.53,29.11,5.29,11.96,5.37,45.73,62.77,17.54,18.94,4.81,18.11,23.53,32.85,21.35,8.47,22.11,35.2,21.37,18.71,10.64,29.07,30.5,8.57,34.82,18.37,7.01,12.07,NA,18.61,18.27,6.59,16.87,20.22,47.99,22.32,41.2,19.3,18.92,23.7,15.86,17.2,10.97,10.64,14.42,29.37,14.75,10.73,14.53,14.64,14.13,13.81,11.33,36.16,22.15,20.71,12.84,22.32,10.49,11.24,14.17,11.39,8.31,15.61,23.83,30.54,7.63,16.19,27.18,20.93,43.73,11.55,12.25,22.95,47.66,9.72,16.27,3.03,25.34,21.87,13.16,11.43,11.38,8.78,4.5,37.42,9.51,18.37,23.37,15.37,9.41,20.47,10.5,11.16,4.35,1.99,8.39,4.81,10.96,20.39,38.34,12.71,33.06,11.54,6.19,15.79,15.02,22.05,2.36,8.1,6.54,11.73,6.6,16.13,8.81,27.35,15.56,17.28,18.79,11.25,16.99,7.11,4.67,5.2,15.98,14.93,19.55,1.47,9.06,4.78,16.7,25.34,24,13.84,5.2
9/7/2015,59.4,20.39,26.49,19.05,24.81,35.49,24.71,47.59,18.34,6.2,391.01,30.58,9.72,51.95,43.42,34.59,38.56,57.15,52.33,14.03,158.32,NA,11.48,17.76,41.6,38.14,30.88,87.44,165.32,26.48,9.53,1.93,19.46,43.39,39.3,10.24,13.16,32.5,65.91,20.31,12.77,33.23,47.58,48.29,8.55,62.92,14.29,14.13,16.53,5.98,10.46,3.92,30.49,16.94,22.93,26.22,30.7,8.88,39.42,33.79,32.15,3.7,15.38,16.06,9.37,13.36,31.59,10.26,30.99,64.71,7.77,21.23,7.36,22.77,15.18,11.98,74.32,31.84,20.03,33.22,14.11,12.95,38.02,58.99,25.67,14.08,28.23,19.77,10.83,15.94,9.55,35.57,29.16,5.31,11.88,5.32,45.22,62.52,17.73,19.03,4.78,17.99,23.77,32.34,21.37,8.41,22.46,35.82,21.53,18.98,10.67,28.82,30.33,8.65,34.44,18.2,7.03,11.95,NA,18.69,17.74,6.51,18.32,19.9,47.68,22.2,41.23,19.36,18.98,23.84,15.75,17.26,11.14,10.6,14.39,29.16,14.73,10.62,14.55,14.71,14.29,13.76,11.18,36.2,22.37,20.73,12.74,22.75,10.45,11.4,14.6,11.25,8.3,15.26,24.62,30.75,7.73,15.92,27.15,20.35,43.47,11.43,12.28,22.5,48.35,10.88,16.37,3.02,25.22,21.72,12.99,11.54,11.28,8.51,4.47,37.75,10.38,18.22,23.8,15.33,9.35,20.44,10.6,11.31,4.36,1.99,8.66,4.76,10.94,21.91,37.79,12.65,33.01,11.57,6.21,15.67,14.91,22.1,2.4,8.09,6.49,11.5,6.51,16.32,9.12,26.95,15.64,17.51,18.78,11.18,17.01,7.1,4.64,5.2,16.21,14.66,19.36,1.45,8.8,4.77,16.76,25.14,24.13,13.99,5.11
9/8/2015,58.87,20.06,26.19,18.79,23.95,33.15,24.16,45.73,17.2,6.08,377.2,30.22,9.56,51.42,41.46,33.58,37.91,56.26,51.86,13.34,152.57,NA,11.45,17.72,39.77,36.82,30.15,83.88,158.41,26.44,9.41,1.89,18.55,43.37,37.98,9.67,12.5,32.36,62.2,19.88,12.72,31.44,46.56,47.39,8.23,60.54,13.51,13.5,16.48,5.77,10.25,3.84,29.43,16.13,22.29,25.69,29.8,8.96,35.82,33.09,31.59,3.73,15.28,15.14,8.9,12.93,30.4,10.21,30.33,61.61,7.82,20.08,7.24,22.07,14.67,11.49,68.89,31.15,20.58,32.73,13.69,12.94,37.73,58.04,25.09,13.76,27.57,19.34,10.67,15.91,9.51,34.45,26.72,5.32,11.53,5.22,45.57,59.62,17.2,18.61,4.79,17.51,23.97,31.15,21.13,8.14,22.07,34.49,20.57,18.12,10.72,28.48,29.1,8.61,34.32,17.51,6.93,11.94,NA,18.11,17.81,6.43,17.73,19.33,47.6,22.05,39.83,19.58,18.91,23.84,15.62,17.2,10.54,10.45,14.56,28.89,14.28,10.58,14,14.95,14.52,13.61,10.3,35.91,21.71,20.03,13.11,21.99,10.35,11.24,14.25,10.87,8.23,15.2,23.78,31.48,7.73,15.74,26.89,20.11,42.19,11.07,12.13,22.96,47.52,10.52,16.38,2.92,24.63,21.06,12.5,11.26,11.03,7.97,4.49,37.83,10.21,17.83,23.97,15.32,8.75,19.96,10.35,11.19,4.38,1.96,8.89,4.69,10.47,21.84,37.41,12.32,31.23,11.61,6.05,15.22,14.61,22.6,2.39,8.31,6.27,11.27,6.46,15.93,9.17,26.09,15.44,17.45,18.66,11.03,16.86,6.9,4.58,5.24,16.24,14.61,19.79,1.47,8.77,4.58,16.62,24.97,24.13,13.61,5.09
